Timestamp,Blind Zone ID,Inferred From,Calibrated Pressure (bar),Physics Delta (bar),Calibrated Flow (LPS)
2026-03-21 21:21:48,Z03,Z01 & Z04,1.399,-0.01,61.35
2026-03-21 21:21:48,Z05,Z06 & Z02,1.506,0.11,43.19
2026-03-21 21:21:48,Z07,Z08 & Z06,1.473,0.047,31.6
2026-03-21 21:21:48,Z03,Z01 & Z04,1.472,0.101,61.24
2026-03-21 21:21:48,Z05,Z06 & Z02,1.399,0.021,41.06
2026-03-21 21:21:48,Z07,Z08 & Z06,1.466,0.037,32.26
2026-03-21 21:21:50,Z03,Z01 & Z04,1.384,-0.036,55.92
2026-03-21 21:21:50,Z05,Z06 & Z02,1.536,0.154,41.54
2026-03-21 21:21:50,Z07,Z08 & Z06,1.43,0.052,31.42
2026-03-21 21:21:50,Z03,Z01 & Z04,1.436,0.047,65.3
2026-03-21 21:21:50,Z05,Z06 & Z02,1.415,0.042,41.54
2026-03-21 21:21:50,Z07,Z08 & Z06,1.506,0.12,35.35
2026-03-21 21:21:52,Z03,Z01 & Z04,1.497,0.126,57.92
2026-03-21 21:21:52,Z05,Z06 & Z02,1.415,0.013,43.02
2026-03-21 21:21:52,Z07,Z08 & Z06,1.412,0.041,31.36
2026-03-21 21:21:52,Z03,Z01 & Z04,1.433,0.025,62.26
2026-03-21 21:21:52,Z05,Z06 & Z02,1.473,0.049,37.94
2026-03-21 21:21:52,Z07,Z08 & Z06,1.491,0.083,28.86
2026-03-21 21:21:54,Z03,Z01 & Z04,1.408,0.014,67.32
2026-03-21 21:21:54,Z05,Z06 & Z02,1.386,-0.032,45.67
2026-03-21 21:21:54,Z07,Z08 & Z06,1.329,-0.052,32.45
2026-03-21 21:21:54,Z03,Z01 & Z04,1.333,-0.048,67.79
2026-03-21 21:21:54,Z05,Z06 & Z02,1.538,0.125,40.38
2026-03-21 21:21:54,Z07,Z08 & Z06,1.423,0.035,31.21
2026-03-21 21:21:56,Z03,Z01 & Z04,1.468,0.047,65.73
2026-03-21 21:21:56,Z05,Z06 & Z02,1.371,-0.007,35.89
2026-03-21 21:21:56,Z07,Z08 & Z06,1.348,-0.056,29.36
2026-03-21 21:21:56,Z03,Z01 & Z04,1.454,0.047,66.96
2026-03-21 21:21:56,Z05,Z06 & Z02,1.44,0.039,34.46
2026-03-21 21:21:56,Z07,Z08 & Z06,1.37,-0.017,29.2
2026-03-21 21:21:58,Z03,Z01 & Z04,1.44,0.012,64.69
2026-03-21 21:21:58,Z05,Z06 & Z02,1.475,0.069,32.57
2026-03-21 21:21:58,Z07,Z08 & Z06,1.463,0.046,26.2
2026-03-21 21:21:58,Z03,Z01 & Z04,1.39,-0.018,59.95
2026-03-21 21:21:58,Z05,Z06 & Z02,1.433,0.035,39.19
2026-03-21 21:21:58,Z07,Z08 & Z06,1.398,-0.022,32.81
2026-03-21 21:22:00,Z03,Z01 & Z04,1.428,0.02,68.12
2026-03-21 21:22:00,Z05,Z06 & Z02,1.536,0.11,46.54
2026-03-21 21:22:00,Z07,Z08 & Z06,1.563,0.15,32.27
2026-03-21 21:22:00,Z03,Z01 & Z04,1.418,0.011,71.15
2026-03-21 21:22:00,Z05,Z06 & Z02,1.419,0.04,41.28
2026-03-21 21:22:00,Z07,Z08 & Z06,1.465,0.073,30.11
2026-03-21 21:22:02,Z03,Z01 & Z04,1.436,0.042,62.18
2026-03-21 21:22:02,Z05,Z06 & Z02,1.454,0.074,38.92
2026-03-21 21:22:02,Z07,Z08 & Z06,1.435,0.043,30.98
2026-03-21 21:22:02,Z03,Z01 & Z04,1.385,-0.001,62.39
2026-03-21 21:22:02,Z05,Z06 & Z02,1.488,0.071,32.4
2026-03-21 21:22:02,Z07,Z08 & Z06,1.411,0.015,28.83
2026-03-21 21:22:04,Z03,Z01 & Z04,1.426,0.021,62.87
2026-03-21 21:22:04,Z05,Z06 & Z02,1.482,0.082,36.45
2026-03-21 21:22:04,Z07,Z08 & Z06,1.552,0.135,29.87
2026-03-21 21:22:04,Z03,Z01 & Z04,1.459,0.033,50.74
2026-03-21 21:22:04,Z05,Z06 & Z02,1.384,-0.017,37.76
2026-03-21 21:22:04,Z07,Z08 & Z06,1.448,0.063,30.94
2026-03-21 21:22:06,Z03,Z01 & Z04,1.408,0.017,64.96
2026-03-21 21:22:06,Z05,Z06 & Z02,1.527,0.097,40.19
2026-03-21 21:22:06,Z07,Z08 & Z06,1.365,-0.021,26.73
2026-03-21 21:22:06,Z03,Z01 & Z04,1.335,-0.073,58.01
2026-03-21 21:22:06,Z05,Z06 & Z02,1.356,-0.067,42.08
2026-03-21 21:22:06,Z07,Z08 & Z06,1.374,-0.018,34.83
2026-03-21 21:22:08,Z03,Z01 & Z04,1.477,0.096,65.73
2026-03-21 21:22:08,Z05,Z06 & Z02,1.446,0.027,38.93
2026-03-21 21:22:08,Z07,Z08 & Z06,1.399,0.016,32.0
2026-03-21 21:22:08,Z03,Z01 & Z04,1.456,0.037,62.26
2026-03-21 21:22:08,Z05,Z06 & Z02,1.5,0.085,42.55
2026-03-21 21:22:08,Z07,Z08 & Z06,1.407,-0.019,30.55
2026-03-21 21:22:10,Z03,Z01 & Z04,1.467,0.063,66.14
2026-03-21 21:22:10,Z05,Z06 & Z02,1.561,0.179,36.61
2026-03-21 21:22:10,Z07,Z08 & Z06,1.473,0.076,32.3
2026-03-21 21:22:10,Z03,Z01 & Z04,1.443,0.071,51.69
2026-03-21 21:22:10,Z05,Z06 & Z02,1.481,0.085,39.02
2026-03-21 21:22:10,Z07,Z08 & Z06,1.448,0.034,30.62
2026-03-21 21:22:12,Z03,Z01 & Z04,1.468,0.038,60.8
2026-03-21 21:22:12,Z05,Z06 & Z02,1.414,0.043,46.67
2026-03-21 21:22:12,Z07,Z08 & Z06,1.526,0.101,36.35
2026-03-21 21:22:12,Z03,Z01 & Z04,1.452,0.061,71.41
2026-03-21 21:22:12,Z05,Z06 & Z02,1.412,-0.0,40.2
2026-03-21 21:22:12,Z07,Z08 & Z06,1.433,0.053,36.55
2026-03-21 21:22:14,Z03,Z01 & Z04,1.462,0.054,58.48
2026-03-21 21:22:14,Z05,Z06 & Z02,1.417,0.033,42.58
2026-03-21 21:22:14,Z07,Z08 & Z06,1.39,-0.0,32.47
2026-03-21 21:22:14,Z03,Z01 & Z04,1.345,-0.045,67.29
2026-03-21 21:22:14,Z05,Z06 & Z02,1.376,0.004,45.41
2026-03-21 21:22:14,Z07,Z08 & Z06,1.495,0.079,30.53
2026-03-21 21:22:16,Z03,Z01 & Z04,1.303,-0.093,66.14
2026-03-21 21:22:16,Z05,Z06 & Z02,1.473,0.049,43.05
2026-03-21 21:22:16,Z07,Z08 & Z06,1.552,0.152,30.14
2026-03-21 21:22:17,Z03,Z01 & Z04,1.493,0.087,52.95
2026-03-21 21:22:17,Z05,Z06 & Z02,1.46,0.052,33.7
2026-03-21 21:22:17,Z07,Z08 & Z06,1.411,0.035,25.62
2026-03-21 21:22:18,Z03,Z01 & Z04,1.524,0.145,59.47
2026-03-21 21:22:18,Z05,Z06 & Z02,1.418,0.048,38.89
2026-03-21 21:22:18,Z07,Z08 & Z06,1.383,-0.035,34.52
2026-03-21 21:22:19,Z03,Z01 & Z04,1.453,0.032,59.92
2026-03-21 21:22:19,Z05,Z06 & Z02,1.502,0.088,41.69
2026-03-21 21:22:19,Z07,Z08 & Z06,1.417,0.032,30.28
2026-03-21 21:22:20,Z03,Z01 & Z04,1.385,0.004,57.62
2026-03-21 21:22:20,Z05,Z06 & Z02,1.385,0.009,37.95
2026-03-21 21:22:20,Z07,Z08 & Z06,1.506,0.083,32.54
2026-03-21 21:22:21,Z03,Z01 & Z04,1.361,-0.054,59.78
2026-03-21 21:22:21,Z05,Z06 & Z02,1.527,0.102,40.15
2026-03-21 21:22:21,Z07,Z08 & Z06,1.46,0.05,30.16
2026-03-21 21:22:22,Z03,Z01 & Z04,1.337,-0.088,63.44
2026-03-21 21:22:22,Z05,Z06 & Z02,1.488,0.102,44.89
2026-03-21 21:22:22,Z07,Z08 & Z06,1.554,0.171,36.78
2026-03-21 21:22:23,Z03,Z01 & Z04,1.459,0.086,67.25
2026-03-21 21:22:23,Z05,Z06 & Z02,1.448,0.065,41.84
2026-03-21 21:22:23,Z07,Z08 & Z06,1.442,0.064,30.37
2026-03-21 21:22:24,Z03,Z01 & Z04,1.546,0.123,66.68
2026-03-21 21:22:24,Z05,Z06 & Z02,1.412,0.032,43.23
2026-03-21 21:22:24,Z07,Z08 & Z06,1.559,0.149,35.99
2026-03-21 21:22:25,Z03,Z01 & Z04,1.445,0.06,61.91
2026-03-21 21:22:25,Z05,Z06 & Z02,1.425,0.052,48.09
2026-03-21 21:22:25,Z07,Z08 & Z06,1.343,-0.067,35.02
2026-03-21 21:22:27,Z03,Z01 & Z04,1.461,0.054,65.53
2026-03-21 21:22:27,Z05,Z06 & Z02,1.471,0.047,41.22
2026-03-21 21:22:27,Z07,Z08 & Z06,1.449,0.031,31.14
2026-03-21 21:22:27,Z03,Z01 & Z04,1.505,0.114,64.06
2026-03-21 21:22:27,Z05,Z06 & Z02,1.439,0.047,39.35
2026-03-21 21:22:27,Z07,Z08 & Z06,1.522,0.108,26.57
2026-03-21 21:22:29,Z03,Z01 & Z04,1.358,-0.052,60.24
2026-03-21 21:22:29,Z05,Z06 & Z02,1.429,0.053,41.81
2026-03-21 21:22:29,Z07,Z08 & Z06,1.478,0.106,29.5
2026-03-21 21:22:29,Z03,Z01 & Z04,1.544,0.166,58.39
2026-03-21 21:22:29,Z05,Z06 & Z02,1.455,0.046,41.73
2026-03-21 21:22:29,Z07,Z08 & Z06,1.534,0.112,34.0
2026-03-21 21:22:31,Z03,Z01 & Z04,1.382,-0.038,55.85
2026-03-21 21:22:31,Z05,Z06 & Z02,1.512,0.125,43.09
2026-03-21 21:22:31,Z07,Z08 & Z06,1.492,0.107,34.43
2026-03-21 21:22:31,Z03,Z01 & Z04,1.553,0.135,61.73
2026-03-21 21:22:31,Z05,Z06 & Z02,1.452,0.079,41.32
2026-03-21 21:22:31,Z07,Z08 & Z06,1.533,0.154,34.55
2026-03-21 21:22:33,Z03,Z01 & Z04,1.403,-0.004,63.63
2026-03-21 21:22:33,Z05,Z06 & Z02,1.356,-0.07,33.17
2026-03-21 21:22:33,Z07,Z08 & Z06,1.489,0.063,28.02
2026-03-21 21:22:33,Z03,Z01 & Z04,1.452,0.057,58.03
2026-03-21 21:22:33,Z05,Z06 & Z02,1.434,0.063,40.3
2026-03-21 21:22:33,Z07,Z08 & Z06,1.471,0.052,33.27
2026-03-21 21:22:35,Z03,Z01 & Z04,1.505,0.101,64.8
2026-03-21 21:22:35,Z05,Z06 & Z02,1.348,-0.033,38.27
2026-03-21 21:22:35,Z07,Z08 & Z06,1.357,-0.032,34.09
2026-03-21 21:22:35,Z03,Z01 & Z04,1.487,0.08,59.0
2026-03-21 21:22:35,Z05,Z06 & Z02,1.395,-0.023,35.97
2026-03-21 21:22:35,Z07,Z08 & Z06,1.357,-0.068,30.48
2026-03-21 21:22:37,Z03,Z01 & Z04,1.478,0.062,64.8
2026-03-21 21:22:37,Z05,Z06 & Z02,1.399,0.013,42.75
2026-03-21 21:22:37,Z07,Z08 & Z06,1.502,0.107,34.78
2026-03-21 21:22:37,Z03,Z01 & Z04,1.453,0.034,70.9
2026-03-21 21:22:37,Z05,Z06 & Z02,1.498,0.088,44.36
2026-03-21 21:22:37,Z07,Z08 & Z06,1.475,0.067,32.72
2026-03-21 21:22:39,Z03,Z01 & Z04,1.438,0.035,63.93
2026-03-21 21:22:39,Z05,Z06 & Z02,1.329,-0.047,43.56
2026-03-21 21:22:39,Z07,Z08 & Z06,1.358,-0.021,30.54
2026-03-21 21:22:39,Z03,Z01 & Z04,1.399,0.019,65.75
2026-03-21 21:22:39,Z05,Z06 & Z02,1.44,0.017,33.81
2026-03-21 21:22:39,Z07,Z08 & Z06,1.414,0.03,32.49
2026-03-21 21:22:41,Z03,Z01 & Z04,1.4,-0.003,60.18
2026-03-21 21:22:41,Z05,Z06 & Z02,1.481,0.068,41.82
2026-03-21 21:22:41,Z07,Z08 & Z06,1.532,0.162,37.32
2026-03-21 21:22:41,Z03,Z01 & Z04,1.435,0.03,57.74
2026-03-21 21:22:41,Z05,Z06 & Z02,1.346,-0.028,39.32
2026-03-21 21:22:41,Z07,Z08 & Z06,1.467,0.043,32.08
2026-03-21 21:22:43,Z03,Z01 & Z04,1.377,-0.014,58.27
2026-03-21 21:22:43,Z05,Z06 & Z02,1.584,0.191,34.89
2026-03-21 21:22:43,Z07,Z08 & Z06,1.586,0.17,28.31
2026-03-21 21:22:43,Z03,Z01 & Z04,1.349,-0.043,57.8
2026-03-21 21:22:43,Z05,Z06 & Z02,1.463,0.058,42.7
2026-03-21 21:22:43,Z07,Z08 & Z06,1.453,0.041,27.87
2026-03-21 21:22:45,Z03,Z01 & Z04,1.399,0.017,58.92
2026-03-21 21:22:45,Z05,Z06 & Z02,1.526,0.121,39.75
2026-03-21 21:22:45,Z07,Z08 & Z06,1.47,0.052,31.72
2026-03-21 21:22:45,Z03,Z01 & Z04,1.558,0.132,54.72
2026-03-21 21:22:45,Z05,Z06 & Z02,1.46,0.075,46.93
2026-03-21 21:22:45,Z07,Z08 & Z06,1.485,0.066,31.85
2026-03-21 21:22:47,Z03,Z01 & Z04,1.597,0.184,57.56
2026-03-21 21:22:47,Z05,Z06 & Z02,1.39,-0.037,44.36
2026-03-21 21:22:47,Z07,Z08 & Z06,1.307,-0.076,28.82
2026-03-21 21:22:47,Z03,Z01 & Z04,1.472,0.075,56.63
2026-03-21 21:22:47,Z05,Z06 & Z02,1.385,-0.015,39.27
2026-03-21 21:22:47,Z07,Z08 & Z06,1.512,0.096,33.68
2026-03-21 21:22:49,Z03,Z01 & Z04,1.459,0.081,61.76
2026-03-21 21:22:49,Z05,Z06 & Z02,1.457,0.057,38.71
2026-03-21 21:22:49,Z07,Z08 & Z06,1.345,-0.03,35.81
2026-03-21 21:22:49,Z03,Z01 & Z04,1.408,-0.016,65.11
2026-03-21 21:22:49,Z05,Z06 & Z02,1.439,0.046,33.34
2026-03-21 21:22:49,Z07,Z08 & Z06,1.433,0.037,26.78
2026-03-21 21:22:51,Z03,Z01 & Z04,1.368,-0.032,61.93
2026-03-21 21:22:51,Z05,Z06 & Z02,1.331,-0.042,39.77
2026-03-21 21:22:51,Z07,Z08 & Z06,1.385,-0.001,27.09
2026-03-21 21:22:51,Z03,Z01 & Z04,1.39,-0.022,60.44
2026-03-21 21:22:51,Z05,Z06 & Z02,1.392,-0.008,37.2
2026-03-21 21:22:51,Z07,Z08 & Z06,1.421,0.044,33.96
2026-03-21 21:22:53,Z03,Z01 & Z04,1.374,-0.042,56.67
2026-03-21 21:22:53,Z05,Z06 & Z02,1.474,0.101,36.69
2026-03-21 21:22:53,Z07,Z08 & Z06,1.504,0.08,28.44
2026-03-21 21:22:53,Z03,Z01 & Z04,1.492,0.081,50.81
2026-03-21 21:22:53,Z05,Z06 & Z02,1.423,0.01,44.32
2026-03-21 21:22:53,Z07,Z08 & Z06,1.466,0.061,32.41
2026-03-21 21:22:55,Z03,Z01 & Z04,1.444,0.016,59.42
2026-03-21 21:22:55,Z05,Z06 & Z02,1.419,0.002,40.19
2026-03-21 21:22:55,Z07,Z08 & Z06,1.422,0.009,27.16
2026-03-21 21:22:55,Z03,Z01 & Z04,1.362,-0.022,60.42
2026-03-21 21:22:55,Z05,Z06 & Z02,1.433,0.032,44.73
2026-03-21 21:22:55,Z07,Z08 & Z06,1.515,0.099,33.19
2026-03-21 21:22:57,Z03,Z01 & Z04,1.426,0.017,59.79
2026-03-21 21:22:57,Z05,Z06 & Z02,1.583,0.198,33.84
2026-03-21 21:22:57,Z07,Z08 & Z06,1.476,0.104,26.59
2026-03-21 21:22:57,Z03,Z01 & Z04,1.403,0.001,66.02
2026-03-21 21:22:57,Z05,Z06 & Z02,1.375,0.005,38.63
2026-03-21 21:22:57,Z07,Z08 & Z06,1.528,0.107,34.64
2026-03-21 21:22:59,Z03,Z01 & Z04,1.436,0.01,53.53
2026-03-21 21:22:59,Z05,Z06 & Z02,1.39,0.017,43.09
2026-03-21 21:22:59,Z07,Z08 & Z06,1.526,0.103,32.3
2026-03-21 21:22:59,Z03,Z01 & Z04,1.381,-0.006,56.32
2026-03-21 21:22:59,Z05,Z06 & Z02,1.503,0.078,44.56
2026-03-21 21:22:59,Z07,Z08 & Z06,1.488,0.105,35.47
2026-03-21 21:23:01,Z03,Z01 & Z04,1.527,0.097,59.3
2026-03-21 21:23:01,Z05,Z06 & Z02,1.429,0.041,41.09
2026-03-21 21:23:01,Z07,Z08 & Z06,1.488,0.085,36.81
2026-03-21 21:23:01,Z03,Z01 & Z04,1.44,0.042,69.48
2026-03-21 21:23:01,Z05,Z06 & Z02,1.455,0.058,43.1
2026-03-21 21:23:01,Z07,Z08 & Z06,1.402,0.021,32.51
2026-03-21 21:23:03,Z03,Z01 & Z04,1.362,-0.039,58.14
2026-03-21 21:23:03,Z05,Z06 & Z02,1.516,0.12,39.92
2026-03-21 21:23:03,Z07,Z08 & Z06,1.408,0.009,31.69
2026-03-21 21:23:03,Z03,Z01 & Z04,1.482,0.074,59.14
2026-03-21 21:23:03,Z05,Z06 & Z02,1.5,0.093,43.79
2026-03-21 21:23:03,Z07,Z08 & Z06,1.498,0.105,30.76
2026-03-21 21:23:05,Z03,Z01 & Z04,1.503,0.094,57.18
2026-03-21 21:23:05,Z05,Z06 & Z02,1.457,0.04,40.91
2026-03-21 21:23:05,Z07,Z08 & Z06,1.409,-0.002,32.94
2026-03-21 21:23:05,Z03,Z01 & Z04,1.546,0.124,62.11
2026-03-21 21:23:05,Z05,Z06 & Z02,1.378,-0.002,36.98
2026-03-21 21:23:05,Z07,Z08 & Z06,1.403,0.025,28.21
2026-03-21 21:23:07,Z03,Z01 & Z04,1.516,0.107,54.8
2026-03-21 21:23:07,Z05,Z06 & Z02,1.539,0.169,42.5
2026-03-21 21:23:07,Z07,Z08 & Z06,1.443,0.053,31.7
2026-03-21 21:23:07,Z03,Z01 & Z04,1.423,0.052,57.38
2026-03-21 21:23:07,Z05,Z06 & Z02,1.425,0.033,46.83
2026-03-21 21:23:07,Z07,Z08 & Z06,1.427,0.027,33.22
2026-03-21 21:23:09,Z03,Z01 & Z04,1.378,-0.01,63.13
2026-03-21 21:23:09,Z05,Z06 & Z02,1.463,0.046,37.71
2026-03-21 21:23:09,Z07,Z08 & Z06,1.52,0.118,31.14
2026-03-21 21:23:09,Z03,Z01 & Z04,1.462,0.05,52.79
2026-03-21 21:23:09,Z05,Z06 & Z02,1.356,-0.023,48.07
2026-03-21 21:23:09,Z07,Z08 & Z06,1.487,0.082,34.39
2026-03-21 21:23:11,Z03,Z01 & Z04,1.519,0.109,57.08
2026-03-21 21:23:11,Z05,Z06 & Z02,1.493,0.072,40.9
2026-03-21 21:23:11,Z07,Z08 & Z06,1.448,0.035,35.42
2026-03-21 21:23:11,Z03,Z01 & Z04,1.368,-0.046,59.17
2026-03-21 21:23:11,Z05,Z06 & Z02,1.496,0.106,43.66
2026-03-21 21:23:11,Z07,Z08 & Z06,1.462,0.038,34.3
2026-03-21 21:23:13,Z03,Z01 & Z04,1.438,0.023,60.9
2026-03-21 21:23:13,Z05,Z06 & Z02,1.508,0.108,35.75
2026-03-21 21:23:13,Z07,Z08 & Z06,1.588,0.162,31.05
2026-03-21 21:23:13,Z03,Z01 & Z04,1.453,0.081,72.48
2026-03-21 21:23:13,Z05,Z06 & Z02,1.497,0.096,39.94
2026-03-21 21:23:13,Z07,Z08 & Z06,1.478,0.104,36.08
2026-03-21 21:23:15,Z03,Z01 & Z04,1.384,-0.041,54.89
2026-03-21 21:23:15,Z05,Z06 & Z02,1.524,0.125,37.81
2026-03-21 21:23:15,Z07,Z08 & Z06,1.465,0.05,27.1
2026-03-21 21:23:15,Z03,Z01 & Z04,1.425,0.043,57.47
2026-03-21 21:23:15,Z05,Z06 & Z02,1.387,0.01,41.98
2026-03-21 21:23:15,Z07,Z08 & Z06,1.455,0.053,33.29
2026-03-21 21:23:17,Z03,Z01 & Z04,1.53,0.154,53.27
2026-03-21 21:23:17,Z05,Z06 & Z02,1.476,0.082,42.69
2026-03-21 21:23:17,Z07,Z08 & Z06,1.456,0.027,30.75
2026-03-21 21:23:17,Z03,Z01 & Z04,1.506,0.08,54.48
2026-03-21 21:23:17,Z05,Z06 & Z02,1.49,0.114,40.29
2026-03-21 21:23:17,Z07,Z08 & Z06,1.546,0.134,32.15
2026-03-21 21:23:19,Z03,Z01 & Z04,1.468,0.051,60.83
2026-03-21 21:23:19,Z05,Z06 & Z02,1.414,-0.008,46.85
2026-03-21 21:23:19,Z07,Z08 & Z06,1.481,0.054,35.69
2026-03-21 21:23:19,Z03,Z01 & Z04,1.55,0.144,53.14
2026-03-21 21:23:19,Z05,Z06 & Z02,1.363,-0.029,42.84
2026-03-21 21:23:19,Z07,Z08 & Z06,1.366,-0.014,29.05
2026-03-21 21:23:21,Z03,Z01 & Z04,1.391,0.015,59.55
2026-03-21 21:23:21,Z05,Z06 & Z02,1.368,-0.007,38.22
2026-03-21 21:23:21,Z07,Z08 & Z06,1.444,0.015,27.74
2026-03-21 21:23:21,Z03,Z01 & Z04,1.535,0.111,64.28
2026-03-21 21:23:21,Z05,Z06 & Z02,1.442,0.038,43.94
2026-03-21 21:23:21,Z07,Z08 & Z06,1.5,0.092,34.38
2026-03-21 21:23:23,Z03,Z01 & Z04,1.442,0.031,68.58
2026-03-21 21:23:23,Z05,Z06 & Z02,1.5,0.082,35.82
2026-03-21 21:23:23,Z07,Z08 & Z06,1.443,0.072,29.77
2026-03-21 21:23:23,Z03,Z01 & Z04,1.463,0.045,56.88
2026-03-21 21:23:23,Z05,Z06 & Z02,1.407,0.008,41.87
2026-03-21 21:23:23,Z07,Z08 & Z06,1.427,0.054,29.39
2026-03-21 21:23:25,Z03,Z01 & Z04,1.397,0.001,68.01
2026-03-21 21:23:25,Z05,Z06 & Z02,1.366,-0.011,43.0
2026-03-21 21:23:25,Z07,Z08 & Z06,1.469,0.064,31.28
2026-03-21 21:23:25,Z03,Z01 & Z04,1.436,0.054,67.58
2026-03-21 21:23:25,Z05,Z06 & Z02,1.524,0.128,42.19
2026-03-21 21:23:25,Z07,Z08 & Z06,1.511,0.092,30.24
2026-03-21 21:23:27,Z03,Z01 & Z04,1.413,-0.003,63.67
2026-03-21 21:23:27,Z05,Z06 & Z02,1.433,0.062,32.83
2026-03-21 21:23:27,Z07,Z08 & Z06,1.322,-0.051,27.19
2026-03-21 21:23:27,Z03,Z01 & Z04,1.397,0.006,64.51
2026-03-21 21:23:27,Z05,Z06 & Z02,1.51,0.08,38.67
2026-03-21 21:23:27,Z07,Z08 & Z06,1.393,-0.011,31.88
2026-03-21 21:23:29,Z03,Z01 & Z04,1.478,0.089,57.71
2026-03-21 21:23:29,Z05,Z06 & Z02,1.4,0.028,45.19
2026-03-21 21:23:29,Z07,Z08 & Z06,1.535,0.12,35.62
2026-03-21 21:23:29,Z03,Z01 & Z04,1.409,0.024,70.31
2026-03-21 21:23:29,Z05,Z06 & Z02,1.503,0.077,46.33
2026-03-21 21:23:29,Z07,Z08 & Z06,1.545,0.115,32.08
2026-03-21 21:23:31,Z03,Z01 & Z04,1.397,0.017,54.09
2026-03-21 21:23:31,Z05,Z06 & Z02,1.448,0.029,32.3
2026-03-21 21:23:31,Z07,Z08 & Z06,1.478,0.06,26.17
2026-03-21 21:23:31,Z03,Z01 & Z04,1.42,0.043,65.72
2026-03-21 21:23:31,Z05,Z06 & Z02,1.427,0.024,44.27
2026-03-21 21:23:31,Z07,Z08 & Z06,1.354,-0.057,31.93
2026-03-21 21:23:33,Z03,Z01 & Z04,1.432,0.031,63.32
2026-03-21 21:23:33,Z05,Z06 & Z02,1.355,-0.016,43.0
2026-03-21 21:23:33,Z07,Z08 & Z06,1.474,0.046,32.4
2026-03-21 21:23:33,Z03,Z01 & Z04,1.37,-0.026,59.27
2026-03-21 21:23:33,Z05,Z06 & Z02,1.422,0.046,36.16
2026-03-21 21:23:33,Z07,Z08 & Z06,1.419,0.045,29.86
2026-03-21 21:23:35,Z03,Z01 & Z04,1.398,-0.029,54.38
2026-03-21 21:23:35,Z05,Z06 & Z02,1.383,0.003,37.46
2026-03-21 21:23:35,Z07,Z08 & Z06,1.501,0.117,30.3
2026-03-21 21:23:35,Z03,Z01 & Z04,1.44,0.02,53.56
2026-03-21 21:23:35,Z05,Z06 & Z02,1.374,-0.019,41.71
2026-03-21 21:23:35,Z07,Z08 & Z06,1.486,0.065,35.01
2026-03-21 21:23:37,Z03,Z01 & Z04,1.568,0.139,59.15
2026-03-21 21:23:37,Z05,Z06 & Z02,1.555,0.146,40.4
2026-03-21 21:23:37,Z07,Z08 & Z06,1.443,0.052,28.81
2026-03-21 21:23:37,Z03,Z01 & Z04,1.375,-0.038,57.68
2026-03-21 21:23:37,Z05,Z06 & Z02,1.526,0.101,36.29
2026-03-21 21:23:37,Z07,Z08 & Z06,1.429,0.05,28.04
2026-03-21 21:23:39,Z03,Z01 & Z04,1.43,0.051,60.91
2026-03-21 21:23:39,Z05,Z06 & Z02,1.572,0.146,42.82
2026-03-21 21:23:39,Z07,Z08 & Z06,1.54,0.166,29.3
2026-03-21 21:23:39,Z03,Z01 & Z04,1.517,0.099,63.71
2026-03-21 21:23:39,Z05,Z06 & Z02,1.563,0.141,35.87
2026-03-21 21:23:39,Z07,Z08 & Z06,1.447,0.045,30.97
2026-03-21 21:23:41,Z03,Z01 & Z04,1.5,0.1,58.41
2026-03-21 21:23:41,Z05,Z06 & Z02,1.458,0.053,43.17
2026-03-21 21:23:41,Z07,Z08 & Z06,1.408,0.037,32.43
2026-03-21 21:23:41,Z03,Z01 & Z04,1.417,0.034,53.26
2026-03-21 21:23:41,Z05,Z06 & Z02,1.457,0.051,42.2
2026-03-21 21:23:41,Z07,Z08 & Z06,1.505,0.094,36.2
2026-03-21 21:23:43,Z03,Z01 & Z04,1.457,0.044,64.93
2026-03-21 21:23:43,Z05,Z06 & Z02,1.436,0.013,39.89
2026-03-21 21:23:43,Z07,Z08 & Z06,1.403,-0.008,26.52
2026-03-21 21:23:43,Z03,Z01 & Z04,1.432,0.059,65.14
2026-03-21 21:23:43,Z05,Z06 & Z02,1.412,0.016,34.24
2026-03-21 21:23:43,Z07,Z08 & Z06,1.433,0.038,29.04
2026-03-21 21:23:45,Z03,Z01 & Z04,1.468,0.082,53.91
2026-03-21 21:23:45,Z05,Z06 & Z02,1.575,0.145,35.81
2026-03-21 21:23:45,Z07,Z08 & Z06,1.466,0.08,31.54
2026-03-21 21:23:45,Z03,Z01 & Z04,1.528,0.117,60.94
2026-03-21 21:23:45,Z05,Z06 & Z02,1.459,0.078,46.34
2026-03-21 21:23:45,Z07,Z08 & Z06,1.479,0.1,33.72
2026-03-21 21:23:47,Z03,Z01 & Z04,1.529,0.129,63.67
2026-03-21 21:23:47,Z05,Z06 & Z02,1.422,0.002,39.12
2026-03-21 21:23:47,Z07,Z08 & Z06,1.387,-0.032,28.57
2026-03-21 21:23:47,Z03,Z01 & Z04,1.576,0.151,61.66
2026-03-21 21:23:47,Z05,Z06 & Z02,1.439,0.052,35.45
2026-03-21 21:23:47,Z07,Z08 & Z06,1.448,0.042,29.66
2026-03-21 21:23:49,Z03,Z01 & Z04,1.457,0.054,53.28
2026-03-21 21:23:49,Z05,Z06 & Z02,1.418,0.019,38.37
2026-03-21 21:23:49,Z07,Z08 & Z06,1.522,0.106,34.43
2026-03-21 21:23:49,Z03,Z01 & Z04,1.367,-0.056,64.99
